@relation temp-relation

@attribute n-grams/CharacterNGramMeasure_2 numeric
@attribute n-grams/CharacterNGramMeasure_3 numeric
@attribute n-grams/CharacterNGramMeasure_4 numeric
@attribute n-grams/WordNGramContainmentMeasure_1_stopword-filtered numeric
@attribute n-grams/WordNGramContainmentMeasure_2_stopword-filtered numeric
@attribute n-grams/WordNGramJaccardMeasure_1 numeric
@attribute n-grams/WordNGramJaccardMeasure_2_stopword-filtered numeric
@attribute n-grams/WordNGramJaccardMeasure_3 numeric
@attribute n-grams/WordNGramJaccardMeasure_4 numeric
@attribute n-grams/WordNGramJaccardMeasure_4_stopword-filtered numeric
@attribute string/GreedyStringTiling_3 numeric
@attribute string/LongestCommonSubsequenceComparator numeric
@attribute string/LongestCommonSubsequenceNormComparator numeric
@attribute string/LongestCommonSubstringComparator numeric
@attribute string/SWO numeric
@attribute gold real

@data
0.6896919070384673,0.5631471352484375,0.46253864179429477,0.6666666666666666,0.3333333333333333,0.5263157894736842,0.19230769230769232,0.09090909090909091,0.03571428571428571,0.03571428571428571,0.7210526315789474,0.675603217158177,0.6684210526315789,0.15013404825737264,0.8121644601060041,4.2
0.5028799930396863,0.44869736081838957,0.3895331268874206,0.6956521739130435,0.3181818181818182,0.5,0.16279069767441862,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.7289719626168224,0.6111111111111112,0.719626168224299,0.16666666666666663,0.6756342026767022,4.25
0.5998403849186575,0.5325873545945748,0.4999018234657692,0.6818181818181818,0.34615384615384615,0.5769230769230769,0.25,0.13157894736842105,0.10810810810810811,0.10810810810810811,0.7194244604316546,0.8301886792452831,0.7913669064748201,0.3547169811320755,0.6025068758994794,4.8
0.7633402103662844,0.746967018336498,0.64603166040565,0.8235294117647058,0.4444444444444444,0.7,0.2857142857142857,0.09375,0.06451612903225806,0.06451612903225806,0.9051724137931034,0.8189655172413793,0.8189655172413793,0.25,0.7805701242816379,4.8
0.6371540772334104,0.46635335258220856,0.38136916401928034,0.5277777777777778,0.2391304347826087,0.41304347826086957,0.15492957746478872,0.06666666666666667,0.04,0.04,0.564748201438849,0.635814889336016,0.5683453237410072,0.14486921529175045,0.6749093912975206,4.0
0.7690716256580169,0.5885959703597309,0.49774255125524575,0.7647058823529411,0.3333333333333333,0.65,0.20689655172413793,0.030303030303030304,0.0,0.0,0.8362068965517241,0.8034934497816594,0.7931034482758621,0.23580786026200873,0.7511364150253019,4.8
0.29667628042414945,0.3121026897384833,0.2608557912784254,0.5625,0.3076923076923077,0.43902439024390244,0.20689655172413793,0.0967741935483871,0.015384615384615385,0.015384615384615385,0.6108597285067874,0.7121212121212122,0.6380090497737556,0.11111111111111116,0.5383240856839587,3.75
0.30040087648928393,0.22008865668023225,0.15353643100985034,0.5238095238095238,0.2857142857142857,0.36666666666666664,0.17647058823529413,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.44339622641509435,0.6021505376344086,0.5283018867924528,0.15053763440860213,0.6230673631609879,4.8
0.6238566667603221,0.5277810802732611,0.4719294156298714,0.6551724137931034,0.3783783783783784,0.5277777777777778,0.25925925925925924,0.21428571428571427,0.17857142857142858,0.17857142857142858,0.6232558139534884,0.7154046997389034,0.6372093023255814,0.2610966057441253,0.6843811241896257,4.0
0.7012851317915522,0.6708246297044386,0.593967051055681,0.8378378378378378,0.5454545454545454,0.6739130434782609,0.35714285714285715,0.21052631578947367,0.13861386138613863,0.13861386138613863,0.8797250859106529,0.7111853088480802,0.7319587628865979,0.1903171953255426,0.8578008794801018,4.8
