@relation temp-relation

@attribute custom/JCasSimilarityMeasure numeric
@attribute n-grams/CharacterNGramMeasure_2 numeric
@attribute n-grams/CharacterNGramMeasure_3 numeric
@attribute n-grams/CharacterNGramMeasure_4 numeric
@attribute n-grams/WordNGramContainmentMeasure_1_stopword-filtered numeric
@attribute n-grams/WordNGramContainmentMeasure_2_stopword-filtered numeric
@attribute n-grams/WordNGramJaccardMeasure_1 numeric
@attribute n-grams/WordNGramJaccardMeasure_2_stopword-filtered numeric
@attribute n-grams/WordNGramJaccardMeasure_3 numeric
@attribute n-grams/WordNGramJaccardMeasure_4 numeric
@attribute n-grams/WordNGramJaccardMeasure_4_stopword-filtered numeric
@attribute string/GreedyStringTiling_3 numeric
@attribute string/LongestCommonSubsequenceComparator numeric
@attribute string/LongestCommonSubsequenceNormComparator numeric
@attribute string/LongestCommonSubstringComparator numeric
@attribute gold real

@data
1.0,0.7290995527391994,0.6443852671210263,0.6088736186842751,0.6538461538461539,0.5,0.5483870967741935,0.3783783783783784,0.32432432432432434,0.3055555555555556,0.3055555555555556,0.5897435897435898,0.7749077490774907,0.6730769230769231,0.5535055350553506,4.0
1.0,0.6532786722954294,0.5137325689137983,0.43008610110451084,0.6363636363636364,0.3,0.3684210526315789,0.13636363636363635,0.045454545454545456,0.0,0.0,0.7619047619047619,0.6625,0.8412698412698413,0.30000000000000004,3.75
1.0,0.42220449997184123,0.506691123223425,0.4135755709267135,0.5333333333333333,0.375,0.36363636363636365,0.21428571428571427,0.10344827586206896,0.07142857142857142,0.07142857142857142,0.5604395604395604,0.5989304812834224,0.6153846153846154,0.2887700534759359,2.8
1.0,0.8716217204075032,0.8360665599073419,0.8373116540186365,0.95,0.9,0.6551724137931034,0.6,0.5862068965517241,0.5714285714285714,0.5714285714285714,0.9555555555555556,0.8286604361370716,0.9851851851851852,0.8037383177570093,3.4
1.0,0.3364740022725872,0.22780214316422545,0.18336101110321457,0.3684210526315789,0.05555555555555555,0.23333333333333334,0.027777777777777776,0.0,0.0,0.0,0.41904761904761906,0.5507246376811594,0.5523809523809524,0.09661835748792269,2.4
1.0,0.08367961047535785,0.07852769959816774,0.0763551054561727,0.35294117647058826,0.058823529411764705,0.2,0.029411764705882353,0.0,0.0,0.0,0.32954545454545453,0.5303867403314917,0.5681818181818182,0.13259668508287292,1.333
1.0,0.5491661313156128,0.38107104722240953,0.25739799285148757,0.6666666666666666,0.20833333333333334,0.4117647058823529,0.10869565217391304,0.02040816326530612,0.0,0.0,0.5906040268456376,0.487012987012987,0.5234899328859061,0.11038961038961037,4.6
1.0,0.6358376775960336,0.5690017693769949,0.5345614759750726,0.7368421052631579,0.5263157894736842,0.5185185185185185,0.3125,0.21212121212121213,0.15151515151515152,0.15151515151515152,0.7904761904761904,0.7029288702928871,0.8,0.301255230125523,3.8
1.0,0.5036300682145679,0.6357411795590648,0.633904683564399,0.7058823529411765,0.4117647058823529,0.5454545454545454,0.25925925925925924,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.7064220183486238,0.7142857142857143,0.6972477064220184,0.2857142857142857,4.2
1.0,0.2803194467185992,0.3589669361984561,0.3646809516659414,0.6111111111111112,0.2222222222222222,0.4230769230769231,0.125,0.0625,0.0,0.0,0.5221238938053098,0.6244343891402715,0.6106194690265486,0.20814479638009054,2.6
1.0,0.542125313187528,0.46480778691878194,0.3687691889309515,0.64,0.3333333333333333,0.48484848484848486,0.2,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.6503496503496503,0.48275862068965514,0.48951048951048953,0.15172413793103445,4.4
1.0,0.9422189450046515,0.8752801712452946,0.8026797491437733,0.9166666666666666,0.6666666666666666,0.7857142857142857,0.47368421052631576,0.38461538461538464,0.3684210526315789,0.3684210526315789,0.96875,0.750733137829912,0.8,0.49853372434017595,4.2
1.0,0.8376692207650355,0.7444389030118275,0.7096462484678142,0.75,0.5833333333333334,0.5769230769230769,0.4,0.3055555555555556,0.25,0.25,0.8846153846153846,0.8863636363636364,0.9,0.49242424242424243,5.0
1.0,0.8153281241760529,0.8320721365464393,0.7793217101289691,0.875,0.4838709677419355,0.7777777777777778,0.3488372093023256,0.13725490196078433,0.07692307692307693,0.07692307692307693,0.9426751592356688,0.4591194968553459,0.5095541401273885,0.2955974842767296,5.0
1.0,0.717011181581557,0.72273264073471,0.6576565087602823,0.5833333333333334,0.36363636363636365,0.4666666666666667,0.25,0.2,0.14285714285714285,0.14285714285714285,0.8194444444444444,0.4477611940298507,0.4166666666666667,0.4328358208955224,5.0
1.0,0.5464250733703274,0.551148550863096,0.5439150593866067,0.7222222222222222,0.5,0.5652173913043478,0.32142857142857145,0.2962962962962963,0.2692307692307692,0.2692307692307692,0.7021276595744681,0.7171717171717171,0.7553191489361702,0.4949494949494949,3.4
1.0,0.7601067111098609,0.6322412716438321,0.4820650179070579,0.6923076923076923,0.35714285714285715,0.6,0.25,0.09523809523809523,0.0,0.0,0.5352112676056338,0.5245901639344263,0.4647887323943662,0.2622950819672131,5.0
1.0,0.33264373604599806,0.3548602857766434,0.3381958123551022,0.4666666666666667,0.3333333333333333,0.3181818181818182,0.2,0.12,0.08333333333333333,0.08333333333333333,0.6224489795918368,0.6384976525821596,0.6938775510204082,0.26291079812206575,4.0
1.0,0.47873697071131444,0.4502210163358931,0.410932390151206,0.6666666666666666,0.36363636363636365,0.4,0.18181818181818182,0.09090909090909091,0.0,0.0,0.6,0.5359477124183006,0.6,0.261437908496732,3.2
1.0,0.6821688468294489,0.7609647485779791,0.7694571647495967,0.8823529411764706,0.5882352941176471,0.7142857142857143,0.4,0.32,0.24,0.24,0.8494623655913979,0.7431693989071038,0.7419354838709677,0.53551912568306,5.0
1.0,0.6823051832825551,0.6528954416329098,0.619117213039825,0.7142857142857143,0.42857142857142855,0.45454545454545453,0.23076923076923078,0.1111111111111111,0.07692307692307693,0.07692307692307693,0.7403846153846154,0.647887323943662,0.6730769230769231,0.32863849765258213,4.4
1.0,0.3389036661142434,0.2938498387236121,0.27859810742088975,0.46153846153846156,0.23076923076923078,0.2857142857142857,0.13043478260869565,0.043478260869565216,0.0,0.0,0.47761194029850745,0.5481481481481482,0.5522388059701493,0.2518518518518519,3.6
1.0,0.30201955931402635,0.27077249748407956,0.25446328294078163,0.46153846153846156,0.23076923076923078,0.3157894736842105,0.13043478260869565,0.09090909090909091,0.047619047619047616,0.047619047619047616,0.5588235294117647,0.5915492957746479,0.6176470588235294,0.2676056338028169,3.6
1.0,0.08504539138497424,0.09226331494092119,0.09152827631523872,0.5,0.25,0.2857142857142857,0.12121212121212122,0.06060606060606061,0.0,0.0,0.44086021505376344,0.6054054054054054,0.6129032258064516,0.15135135135135136,0.8
1.0,0.2966341442099438,0.24140355382805917,0.20306615635217276,0.38461538461538464,0.16666666666666666,0.2777777777777778,0.10526315789473684,0.0,0.0,0.0,0.41025641025641024,0.5826771653543308,0.47435897435897434,0.17322834645669294,1.4
1.0,0.8239391181818814,0.8338265346742892,0.8197425334546422,0.8888888888888888,0.8571428571428571,0.6153846153846154,0.6,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.9705882352941176,0.8762541806020067,0.9705882352941176,0.4147157190635451,3.2
1.0,0.5992742835839368,0.5394937738652095,0.4851835922124998,0.7777777777777778,0.47058823529411764,0.4827586206896552,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.8738738738738738,0.6923076923076923,0.8918918918918919,0.29370629370629375,3.8
1.0,0.7468138923222148,0.5535316944252606,0.456795119445537,0.5263157894736842,0.2777777777777778,0.38461538461538464,0.16666666666666666,0.1,0.06896551724137931,0.06896551724137931,0.6293103448275862,0.5814977973568283,0.5689655172413793,0.3083700440528634,4.2
1.0,0.5378641392781278,0.6572092641005162,0.6465012062938056,0.782608695652174,0.625,0.6666666666666666,0.45454545454545453,0.35294117647058826,0.29411764705882354,0.29411764705882354,0.859504132231405,0.8571428571428572,0.8677685950413223,0.40816326530612246,3.0
1.0,0.5929544102353315,0.6287866374047714,0.609129629270896,0.52,0.27586206896551724,0.4482758620689655,0.20512820512820512,0.175,0.15384615384615385,0.15384615384615385,0.5679012345679012,0.6217228464419475,0.5432098765432098,0.46441947565543074,3.6
1.0,0.4452059278374795,0.43001134765591964,0.41448812873671476,0.7333333333333333,0.35714285714285715,0.4782608695652174,0.18518518518518517,0.07142857142857142,0.0,0.0,0.8125,0.6555555555555556,0.7375,0.25555555555555554,3.0
1.0,0.6636393710748414,0.5246557757318363,0.4514036874265498,0.5238095238095238,0.3333333333333333,0.4074074074074074,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.5166666666666667,0.6504854368932038,0.5583333333333333,0.24271844660194175,3.0
1.0,0.6488803852982548,0.6109252587762763,0.5289215271001305,0.5,0.2631578947368421,0.38461538461538464,0.1724137931034483,0.10344827586206896,0.07142857142857142,0.07142857142857142,0.5573770491803278,0.5777777777777777,0.5327868852459017,0.24888888888888894,3.0
1.0,0.7673636167069428,0.7832742958640655,0.717687780352972,0.8636363636363636,0.5,0.7916666666666666,0.34375,0.24242424242424243,0.14705882352941177,0.14705882352941177,0.8263888888888888,0.5035971223021583,0.4930555555555556,0.2517985611510791,4.8
1.0,0.356119764044181,0.2593898167988754,0.28201937321341447,0.6470588235294118,0.4444444444444444,0.36666666666666664,0.21621621621621623,0.13157894736842105,0.07894736842105263,0.07894736842105263,0.7865168539325843,0.6521739130434783,0.8426966292134831,0.30434782608695654,2.5
1.0,0.3917505973273233,0.3743272496053084,0.29998513330253884,0.5,0.2222222222222222,0.2631578947368421,0.1,0.0,0.0,0.0,0.4909090909090909,0.5396825396825398,0.6181818181818182,0.19047619047619047,2.25
1.0,0.41639315706849406,0.4055238016705355,0.34534658759263376,0.6428571428571429,0.2857142857142857,0.375,0.13793103448275862,0.06896551724137931,0.0,0.0,0.6329113924050633,0.6775956284153005,0.7848101265822784,0.20765027322404372,3.5
1.0,0.3344650884186004,0.38022143192012076,0.38833204204663074,0.5833333333333334,0.36363636363636365,0.3684210526315789,0.19047619047619047,0.09523809523809523,0.0,0.0,0.6428571428571429,0.5294117647058824,0.6607142857142857,0.27941176470588236,3.5
1.0,0.7766874143797101,0.7582805648803214,0.7207872992761702,0.8666666666666667,0.625,0.7222222222222222,0.4,0.32,0.2916666666666667,0.2916666666666667,0.8142857142857143,0.6838709677419355,0.7571428571428571,0.6709677419354838,3.0
1.0,0.49468768615679476,0.35278070547489326,0.26268147196704217,0.6666666666666666,0.26666666666666666,0.38461538461538464,0.12121212121212122,0.06060606060606061,0.03125,0.03125,0.7349397590361446,0.5492227979274611,0.6506024096385542,0.1968911917098446,3.0
1.0,0.5627239476361761,0.5429525845462025,0.46057935583487924,0.8,0.35714285714285715,0.5714285714285714,0.19230769230769232,0.07407407407407407,0.038461538461538464,0.038461538461538464,0.8064516129032258,0.6620689655172414,0.7903225806451613,0.2896551724137931,3.667
1.0,0.24462011432312644,0.2657172742843503,0.2636103373915715,0.4,0.2,0.27586206896551724,0.12121212121212122,0.06060606060606061,0.03125,0.03125,0.3333333333333333,0.4694835680751174,0.4146341463414634,0.17840375586854462,1.667
1.0,0.7936429292674934,0.6439420117743523,0.5783545226406753,0.7142857142857143,0.4,0.46875,0.2,0.15,0.1282051282051282,0.1282051282051282,0.75,0.6385542168674698,0.7571428571428571,0.3975903614457831,3.6
1.0,0.344703151367114,0.39146631111480584,0.38037877466777203,0.5833333333333334,0.3076923076923077,0.45161290322580644,0.2,0.12195121951219512,0.047619047619047616,0.047619047619047616,0.6642857142857143,0.619718309859155,0.6357142857142857,0.14084507042253525,3.8
