@relation temp-relation

@attribute n-grams/CharacterNGramMeasure_2 numeric
@attribute n-grams/CharacterNGramMeasure_3 numeric
@attribute n-grams/CharacterNGramMeasure_4 numeric
@attribute n-grams/WordNGramContainmentMeasure_1_stopword-filtered numeric
@attribute n-grams/WordNGramContainmentMeasure_2_stopword-filtered numeric
@attribute n-grams/WordNGramJaccardMeasure_1 numeric
@attribute n-grams/WordNGramJaccardMeasure_2_stopword-filtered numeric
@attribute n-grams/WordNGramJaccardMeasure_3 numeric
@attribute n-grams/WordNGramJaccardMeasure_4 numeric
@attribute n-grams/WordNGramJaccardMeasure_4_stopword-filtered numeric
@attribute string/GreedyStringTiling_3 numeric
@attribute string/LongestCommonSubsequenceComparator numeric
@attribute string/LongestCommonSubsequenceNormComparator numeric
@attribute string/LongestCommonSubstringComparator numeric
@attribute string/SWO numeric
@attribute gold real

@data
0.7290995527391994,0.6443852671210263,0.6088736186842751,0.6538461538461539,0.5,0.5483870967741935,0.3783783783783784,0.32432432432432434,0.3055555555555556,0.3055555555555556,0.5897435897435898,0.7749077490774907,0.6730769230769231,0.5535055350553506,0.6271563603940915,4.0
0.6532786722954294,0.5137325689137983,0.43008610110451084,0.6363636363636364,0.3,0.3684210526315789,0.13636363636363635,0.045454545454545456,0.0,0.0,0.7619047619047619,0.6625,0.8412698412698413,0.30000000000000004,0.6288911651668616,3.75
0.42220449997184123,0.506691123223425,0.4135755709267135,0.5333333333333333,0.375,0.36363636363636365,0.21428571428571427,0.10344827586206896,0.07142857142857142,0.07142857142857142,0.5604395604395604,0.5989304812834224,0.6153846153846154,0.2887700534759359,0.6202354187744603,2.8
0.8716217204075034,0.8360665599073419,0.8373116540186365,0.95,0.9,0.6551724137931034,0.6,0.5862068965517241,0.5714285714285714,0.5714285714285714,0.9555555555555556,0.8286604361370716,0.9851851851851852,0.8037383177570093,0.7072939742936226,3.4
0.3364740022725872,0.22780214316422545,0.18336101110321457,0.3684210526315789,0.05555555555555555,0.23333333333333334,0.027777777777777776,0.0,0.0,0.0,0.41904761904761906,0.5507246376811594,0.5523809523809524,0.09661835748792269,0.6040277889293835,2.4
0.08367961047535785,0.07852769959816774,0.0763551054561727,0.35294117647058826,0.058823529411764705,0.2,0.029411764705882353,0.0,0.0,0.0,0.32954545454545453,0.5303867403314917,0.5681818181818182,0.13259668508287292,0.41689542867307045,1.333
0.5491661313156128,0.38107104722240953,0.25739799285148757,0.6666666666666666,0.20833333333333334,0.4117647058823529,0.10869565217391304,0.02040816326530612,0.0,0.0,0.5906040268456376,0.487012987012987,0.5234899328859061,0.11038961038961037,0.52674999486312,4.6
0.6358376775960336,0.5690017693769949,0.5345614759750726,0.7368421052631579,0.5263157894736842,0.5185185185185185,0.3125,0.21212121212121213,0.15151515151515152,0.15151515151515152,0.7904761904761904,0.7029288702928871,0.8,0.301255230125523,0.7457568659094169,3.8
0.5036300682145679,0.6357411795590648,0.633904683564399,0.7058823529411765,0.4117647058823529,0.5454545454545454,0.25925925925925924,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.7064220183486238,0.7142857142857143,0.6972477064220184,0.2857142857142857,0.7358760198613766,4.2
0.2803194467185992,0.3589669361984561,0.3646809516659414,0.6111111111111112,0.2222222222222222,0.4230769230769231,0.125,0.0625,0.0,0.0,0.5221238938053098,0.6244343891402715,0.6106194690265486,0.20814479638009054,0.5527488093704219,2.6
